x,R,m,model,,,,,,,,,
0.729217438,2.693,14.97,18.9676765,,,,,,,,,
0.729290742,2.694,14.97,18.96881882,,,,,,,,,
0.729364005,2.695,14.97,18.96996183,,,,,,,,,
0.729437229,2.696,14.97,18.97110601,,,,,,,,,
0.729510414,2.697,nan,18.9722507,,,,,,,,,
0.729583559,2.698,14.97,18.97339613,,,,,,,,,
0.729656664,2.699,14.97,18.97454228,,,,,,,,,
0.72972973,2.7,14.97,18.97568955,,,,,,,,,
0.729802756,2.701,nan,18.97683738,,,,,,,,,
0.729875743,2.702,14.97,18.97798587,,,,,,,,,
0.72994869,2.703,14.97,18.97913558,,,,,,,,,
0.730021598,2.704,14.97,18.98028573,,,,,,,,,
0.730094467,2.705,14.97,18.9814366,,,,,,,,,
0.730167296,2.706,14.97,18.9825884,,,,,,,,,
0.730240086,2.707,nan,18.98374114,,,,,,,,,
0.730312837,2.708,14.97,18.98489431,,,,,,,,,
0.730385549,2.709,14.97,18.98604873,,,,,,,,,
0.730458221,2.71,14.97,18.98720332,,,,,,,,,
0.730530854,2.711,14.97,18.98835932,,,,,,,,,
0.730603448,2.712,14.97,18.98951575,,,,,,,,,
0.730676003,2.713,14.97,18.99067293,,,,,,,,,
0.730748519,2.714,nan,18.99183119,,,,,,,,,
0.730820996,2.715,nan,18.99298971,,,,,,,,,
0.730893434,2.716,14.97,18.99414963,,,,,,,,,
0.730965833,2.717,nan,18.99530998,,,,,,,,,
0.731038193,2.718,14.97,18.99647123,,,,,,,,,
0.731110514,2.719,nan,18.99763322,,,,,,,,,
0.731182796,2.72,14.97,18.99879606,,,,,,,,,
0.731255039,2.721,14.97,18.99995931,,,,,,,,,
0.731327243,2.722,nan,19.001124,,,,,,,,,
0.731399409,2.723,nan,19.00228889,,,,,,,,,
0.731471536,2.724,14.97,19.0034551,,,,,,,,,
0.731543624,2.725,14.97,19.00462156,,,,,,,,,
0.731615674,2.726,14.97,19.00578912,,,,,,,,,
0.731687684,2.727,14.97,19.00695735,,,,,,,,,
0.731759657,2.728,14.97,19.00812647,,,,,,,,,
0.73183159,2.729,14.97,19.00929605,,,,,,,,,
0.731903485,2.73,14.97,19.01046693,,,,,,,,,
0.731975342,2.731,14.97,19.01163832,,,,,,,,,
0.73204716,2.732,14.97,19.01281048,,,,,,,,,
0.732118939,2.733,nan,19.0139834,,,,,,,,,
0.73219068,2.734,14.97,19.01515731,,,,,,,,,
0.732262383,2.735,nan,19.01633176,,,,,,,,,
0.732334047,2.736,14.97,19.01750703,,,,,,,,,
0.732405673,2.737,nan,19.01868317,,,,,,,,,
0.732477261,2.738,nan,19.01986002,,,,,,,,,
0.73254881,2.739,14.97,19.02103767,,,,,,,,,
0.732620321,2.74,14.97,19.02221618,,,,,,,,,
0.732691794,2.741,14.97,19.0233954,,,,,,,,,
0.732763228,2.742,14.97,19.02457541,,,,,,,,,
0.732834625,2.743,14.97,19.02575634,,,,,,,,,
0.732905983,2.744,14.97,19.02693785,,,,,,,,,
0.732977303,2.745,14.97,19.02812027,,,,,,,,,
0.733048585,2.746,14.97,19.02930332,,,,,,,,,
0.733119829,2.747,nan,19.03048743,,,,,,,,,
0.733191035,2.748,14.97,19.03167196,,,,,,,,,
0.733262203,2.749,14.97,19.0328575,,,,,,,,,
0.733333333,2.75,14.97,19.03404377,,,,,,,,,
0.733404425,2.751,14.97,19.03523109,,,,,,,,,
0.73347548,2.752,14.97,19.03641872,,,,,,,,,
0.733546496,2.753,nan,19.0376075,,,,,,,,,
0.733617475,2.754,14.97,19.03879669,,,,,,,,,
0.733688415,2.755,nan,19.03998709,,,,,,,,,
0.733759318,2.756,nan,19.04117816,,,,,,,,,
0.733830184,2.757,14.97,19.04236963,,,,,,,,,
0.733901011,2.758,nan,19.04356256,,,,,,,,,
0.733971801,2.759,14.97,19.04475568,,,,,,,,,
0.734042553,2.76,nan,19.04594968,,,,,,,,,
0.734113268,2.761,14.97,19.04714487,,,,,,,,,
0.734183945,2.762,14.97,19.04834045,,,,,,,,,
0.734254584,2.763,nan,19.04953674,,,,,,,,,
0.734325186,2.764,nan,19.05073417,,,,,,,,,
0.73439575,2.765,14.97,19.05193225,,,,,,,,,
0.734466277,2.766,14.97,19.05313093,,,,,,,,,
0.734536767,2.767,14.97,19.05433068,,,,,,,,,
0.734607219,2.768,14.97,19.05553103,,,,,,,,,
0.734677633,2.769,14.97,19.05673214,,,,,,,,,
0.734748011,2.77,14.97,19.0579341,,,,,,,,,
0.734818351,2.771,nan,19.05913686,,,,,,,,,
0.734888653,2.772,nan,19.06034021,,,,,,,,,
0.734958919,2.773,14.97,19.06154484,,,,,,,,,
0.735029147,2.774,14.97,19.06274957,,,,,,,,,
0.735099338,2.775,14.97,19.06395563,,,,,,,,,
0.735169492,2.776,14.97,19.06516237,,,,,,,,,
0.735239608,2.777,14.97,19.06636954,,,,,,,,,
0.735309688,2.778,14.97,19.06757797,,,,,,,,,
0.73537973,2.779,nan,19.06878698,,,,,,,,,
0.735449735,2.78,nan,19.06999656,,,,,,,,,
0.735519704,2.781,nan,19.0712073,,,,,,,,,
0.735589635,2.782,14.97,19.0724185,,,,,,,,,
0.735659529,2.783,nan,19.07363064,,,,,,,,,
0.735729387,2.784,14.97,19.07484366,,,,,,,,,
0.735799207,2.785,nan,19.07605736,,,,,,,,,
0.735868991,2.786,14.97,19.07727167,,,,,,,,,
0.735938738,2.787,14.97,19.07848702,,,,,,,,,
0.736008448,2.788,14.97,19.07970314,,,,,,,,,
0.736078121,2.789,14.97,19.08091982,,,,,,,,,
0.736147757,2.79,nan,19.08213748,,,,,,,,,
0.736217357,2.791,14.97,19.0833559,,,,,,,,,
0.73628692,2.792,nan,19.08457493,,,,,,,,,
0.736356446,2.793,14.97,19.0857952,,,,,,,,,
0.736425936,2.794,14.97,19.0870155,,,,,,,,,
0.736495389,2.795,14.97,19.08823728,,,,,,,,,
0.736564805,2.796,14.97,19.08945962,,,,,,,,,
0.736634185,2.797,14.97,19.0906825,,,,,,,,,
0.736703528,2.798,nan,19.09190661,,,,,,,,,
0.736772835,2.799,14.97,19.093131,,,,,,,,,
0.736842105,2.8,14.97,19.09435661,,,,,,,,,
0.736911339,2.801,14.97,19.0955826,,,,,,,,,
0.736980537,2.802,nan,19.09680971,,,,,,,,,
0.737049698,2.803,14.97,19.09803762,,,,,,,,,
0.737118822,2.804,nan,19.09926611,,,,,,,,,
0.737187911,2.805,nan,19.10049524,,,,,,,,,
0.737256963,2.806,14.97,19.10172569,,,,,,,,,
0.737325978,2.807,14.97,19.1029564,,,,,,,,,
0.737394958,2.808,14.97,19.10418807,,,,,,,,,
0.737463901,2.809,nan,19.10542057,,,,,,,,,
0.737532808,2.81,14.97,19.10665391,,,,,,,,,
0.737601679,2.811,nan,19.10788788,,,,,,,,,
0.737670514,2.812,14.97,19.10912252,,,,,,,,,
0.737739313,2.813,14.97,19.11035842,,,,,,,,,
0.737808076,2.814,14.97,19.11159463,,,,,,,,,
0.737876802,2.815,14.97,19.11283172,,,,,,,,,
0.737945493,2.816,14.97,19.11406979,,,,,,,,,
0.738014147,2.817,14.97,19.11530843,,,,,,,,,
0.738082766,2.818,14.97,19.116548,,,,,,,,,
0.738151349,2.819,14.97,19.11778834,,,,,,,,,
0.738219895,2.82,14.97,19.1190293,,,,,,,,,
0.738288406,2.821,nan,19.12027134,,,,,,,,,
0.738356881,2.822,nan,19.12151388,,,,,,,,,
0.73842532,2.823,nan,19.12275708,,,,,,,,,
0.738493724,2.824,14.97,19.12400151,,,,,,,,,
0.738562092,2.825,14.97,19.1252466,,,,,,,,,
0.738630423,2.826,14.97,19.12649225,,,,,,,,,
0.73869872,2.827,14.97,19.1277386,,,,,,,,,
0.73876698,2.828,14.97,19.12898612,,,,,,,,,
0.738835205,2.829,14.97,19.13023434,,,,,,,,,
0.738903394,2.83,14.97,19.13148311,,,,,,,,,
0.738971548,2.831,14.97,19.13273279,,,,,,,,,
0.739039666,2.832,nan,19.13398317,,,,,,,,,
0.739107748,2.833,nan,19.1352345,,,,,,,,,
0.739175796,2.834,14.97,19.13648658,,,,,,,,,
0.739243807,2.835,14.97,19.13773951,,,,,,,,,
0.739311783,2.836,14.97,19.13899277,,,,,,,,,
0.739379724,2.837,14.97,19.14024734,,,,,,,,,
0.739447629,2.838,14.97,19.14150249,,,,,,,,,
0.739515499,2.839,nan,19.1427585,,,,,,,,,
0.739583333,2.84,14.97,19.14401502,,,,,,,,,
0.739651133,2.841,nan,19.14527265,,,,,,,,,
0.739718896,2.842,nan,19.14653101,,,,,,,,,
0.739786625,2.843,nan,19.14779006,,,,,,,,,
0.739854318,2.844,14.97,19.14904978,,,,,,,,,
0.739921977,2.845,nan,19.15031049,,,,,,,,,
0.7399896,2.846,14.97,19.15157183,,,,,,,,,
0.740057187,2.847,nan,19.15283415,,,,,,,,,
0.74012474,2.848,nan,19.15409705,,,,,,,,,
0.740192258,2.849,14.97,19.15536077,,,,,,,,,
0.74025974,2.85,nan,19.15662557,,,,,,,,,
0.740327188,2.851,14.97,19.15789078,,,,,,,,,
0.7403946,2.852,nan,19.15915672,,,,,,,,,
0.740461978,2.853,14.97,19.16042383,,,,,,,,,
0.74052932,2.854,14.97,19.16169135,,,,,,,,,
0.740596628,2.855,14.97,19.1629598,,,,,,,,,
0.7406639,2.856,14.97,19.16422911,,,,,,,,,
0.740731138,2.857,14.97,19.16549939,,,,,,,,,
0.740798341,2.858,14.97,19.16676981,,,,,,,,,
0.740865509,2.859,14.97,19.16804166,,,,,,,,,
0.740932642,2.86,nan,19.16931392,,,,,,,,,
0.740999741,2.861,nan,19.17058708,,,,,,,,,
0.741066805,2.862,nan,19.17186089,,,,,,,,,
0.741133834,2.863,14.97,19.17313587,,,,,,,,,
0.741200828,2.864,14.97,19.17441125,,,,,,,,,
0.741267788,2.865,14.97,19.17568753,,,,,,,,,
0.741334713,2.866,14.97,19.17696471,,,,,,,,,
0.741401603,2.867,14.97,19.17824254,,,,,,,,,
0.741468459,2.868,14.97,19.17952101,,,,,,,,,
0.74153528,2.869,14.97,19.18080064,,,,,,,,,
0.741602067,2.87,14.97,19.18208066,,,,,,,,,
0.741668819,2.871,14.97,19.18336182,,,,,,,,,
0.741735537,2.872,nan,19.18464362,,,,,,,,,
0.741802221,2.873,14.97,19.18592607,,,,,,,,,
0.741868869,2.874,14.97,19.18720945,,,,,,,,,
0.741935484,2.875,nan,19.18849337,,,,,,,,,
0.742002064,2.876,14.97,19.18977848,,,,,,,,,
0.74206861,2.877,nan,19.19106422,,,,,,,,,
0.742135121,2.878,14.97,19.19235059,,,,,,,,,
0.742201598,2.879,14.97,19.19363785,,,,,,,,,
0.742268041,2.88,nan,19.19492594,,,,,,,,,
0.74233445,2.881,14.97,19.1962147,,,,,,,,,
0.742400824,2.882,14.97,19.19750435,,,,,,,,,
0.742467165,2.883,14.97,19.19879487,,,,,,,,,
0.742533471,2.884,14.97,19.20008576,,,,,,,,,
0.742599743,2.885,14.97,19.20137793,,,,,,,,,
0.74266598,2.886,14.97,19.20267062,,,,,,,,,
0.742732184,2.887,14.97,19.20396408,,,,,,,,,
0.742798354,2.888,nan,19.20525841,,,,,,,,,
0.74286449,2.889,14.97,19.20655341,,,,,,,,,
0.742930591,2.89,14.97,19.20784947,,,,,,,,,
0.742996659,2.891,14.97,19.20914615,,,,,,,,,
0.743062693,2.892,14.97,19.21044345,,,,,,,,,
0.743128693,2.893,14.97,19.21174165,,,,,,,,,
0.743194658,2.894,nan,19.21304087,,,,,,,,,
0.743260591,2.895,14.97,19.21434054,,,,,,,,,
0.743326489,2.896,nan,19.21564098,,,,,,,,,
0.743392353,2.897,14.97,19.21694257,,,,,,,,,
0.743458184,2.898,14.97,19.21824451,,,,,,,,,
0.743523981,2.899,nan,19.21954757,,,,,,,,,
0.743589744,2.9,14.97,19.22085117,,,,,,,,,
0.743655473,2.901,nan,19.22215588,,,,,,,,,
0.743721169,2.902,14.97,19.22346098,,,,,,,,,
0.743786831,2.903,14.97,19.22476708,,,,,,,,,
0.743852459,2.904,14.97,19.22607413,,,,,,,,,
0.743918054,2.905,14.97,19.22738147,,,,,,,,,
0.743983615,2.906,14.97,19.22869012,,,,,,,,,
0.744049143,2.907,14.97,19.2299992,,,,,,,,,
0.744114637,2.908,nan,19.23130907,,,,,,,,,
0.744180097,2.909,nan,19.23261994,,,,,,,,,
0.744245524,2.91,14.97,19.2339317,,,,,,,,,
0.744310918,2.911,14.97,19.23524389,,,,,,,,,
0.744376278,2.912,nan,19.23655702,,,,,,,,,
0.744441605,2.913,nan,19.23787083,,,,,,,,,
0.744506898,2.914,nan,19.23918563,,,,,,,,,
0.744572158,2.915,14.97,19.24050111,,,,,,,,,
0.744637385,2.916,nan,19.24181732,,,,,,,,,
0.744702579,2.917,14.97,19.24313436,,,,,,,,,
0.744767739,2.918,14.97,19.24445228,,,,,,,,,
0.744832866,2.919,nan,19.24577093,,,,,,,,,
0.744897959,2.92,14.97,19.24709025,,,,,,,,,
0.74496302,2.921,nan,19.24841054,,,,,,,,,
0.745028047,2.922,14.97,19.24973126,,,,,,,,,
0.745093041,2.923,14.97,19.2510532,,,,,,,,,
0.745158002,2.924,nan,19.25237576,,,,,,,,,
0.74522293,2.925,14.97,19.25369905,,,,,,,,,
0.745287825,2.926,14.97,19.25502324,,,,,,,,,
0.745352687,2.927,14.97,19.25634816,,,,,,,,,
0.745417515,2.928,14.97,19.25767374,,,,,,,,,
0.745482311,2.929,nan,19.25900024,,,,,,,,,
0.745547074,2.93,14.97,19.26032744,,,,,,,,,
0.745611804,2.931,14.97,19.26165556,,,,,,,,,
0.745676501,2.932,14.97,19.26298454,,,,,,,,,
0.745741165,2.933,14.97,19.26431387,,,,,,,,,
0.745805796,2.934,14.97,19.26564442,,,,,,,,,
0.745870394,2.935,14.97,19.26697552,,,,,,,,,
0.745934959,2.936,nan,19.26830748,,,,,,,,,
0.745999492,2.937,nan,19.26964039,,,,,,,,,
0.746063992,2.938,14.97,19.27097395,,,,,,,,,
0.746128459,2.939,nan,19.27230801,,,,,,,,,
0.746192893,2.94,14.97,19.27364327,,,,,,,,,
0.746257295,2.941,nan,19.27497918,,,,,,,,,
0.746321664,2.942,14.97,19.27631609,,,,,,,,,
0.746386001,2.943,14.97,19.2776533,,,,,,,,,
0.746450304,2.944,14.97,19.2789915,,,,,,,,,
0.746514575,2.945,14.97,19.28033079,,,,,,,,,
0.746578814,2.946,14.97,19.28167032,,,,,,,,,
0.74664302,2.947,nan,19.28301114,,,,,,,,,
0.746707194,2.948,14.97,19.28435251,,,,,,,,,
0.746771335,2.949,14.97,19.28569461,,,,,,,,,
0.746835443,2.95,14.97,19.28703775,,,,,,,,,
0.746899519,2.951,14.97,19.28838148,,,,,,,,,
0.746963563,2.952,14.97,19.28972589,,,,,,,,,
0.747027574,2.953,14.97,19.29107138,,,,,,,,,
0.747091553,2.954,nan,19.29241756,,,,,,,,,
0.747155499,2.955,14.97,19.29376436,,,,,,,,,
0.747219414,2.956,nan,19.29511195,,,,,,,,,
0.747283295,2.957,nan,19.29646066,,,,,,,,,
0.747347145,2.958,nan,19.29780975,,,,,,,,,
0.747410962,2.959,14.97,19.29915982,,,,,,,,,
0.747474747,2.96,nan,19.30051066,,,,,,,,,
0.7475385,2.961,14.97,19.30186248,,,,,,,,,
0.747602221,2.962,nan,19.30321462,,,,,,,,,
0.74766591,2.963,nan,19.30456817,,,,,,,,,
0.747729566,2.964,nan,19.3059218,,,,,,,,,
0.74779319,2.965,14.97,19.30727674,,,,,,,,,
0.747856783,2.966,14.97,19.30863231,,,,,,,,,
0.747920343,2.967,14.97,19.30998864,,,,,,,,,
0.747983871,2.968,14.97,19.31134603,,,,,,,,,
0.748047367,2.969,14.97,19.31270369,,,,,,,,,
0.748110831,2.97,14.97,19.31406256,,,,,,,,,
0.748174263,2.971,14.97,19.31542194,,,,,,,,,
0.748237664,2.972,14.97,19.31678228,,,,,,,,,
0.748301032,2.973,14.97,19.31814338,,,,,,,,,
0.748364368,2.974,14.97,19.31950504,,,,,,,,,
0.748427673,2.975,nan,19.32086805,,,,,,,,,
0.748490946,2.976,nan,19.32223122,,,,,,,,,
0.748554187,2.977,14.97,19.32359574,,,,,,,,,
0.748617396,2.978,14.97,19.32496057,,,,,,,,,
0.748680573,2.979,14.97,19.32632639,,,,,,,,,
0.748743719,2.98,14.97,19.32769292,,,,,,,,,
0.748806832,2.981,nan,19.3290604,,,,,,,,,
0.748869915,2.982,nan,19.33042867,,,,,,,,,
0.748932965,2.983,nan,19.33179759,,,,,,,,,
0.748995984,2.984,nan,19.33316736,,,,,,,,,
0.749058971,2.985,nan,19.33453777,,,,,,,,,
0.749121927,2.986,nan,19.33590922,,,,,,,,,
0.749184851,2.987,14.97,19.33728132,,,,,,,,,
0.749247743,2.988,14.97,19.3386542,,,,,,,,,
0.749310604,2.989,14.97,19.34002798,,,,,,,,,
0.749373434,2.99,14.97,19.34140239,,,,,,,,,
0.749436232,2.991,14.97,19.34277779,,,,,,,,,
0.749498998,2.992,14.97,19.34415363,,,,,,,,,
0.749561733,2.993,14.97,19.3455306,,,,,,,,,
0.749624437,2.994,14.97,19.34690846,,,,,,,,,
0.749687109,2.995,14.97,19.34828665,,,,,,,,,
0.74974975,2.996,14.97,19.34966581,,,,,,,,,
0.749812359,2.997,14.97,19.35104602,,,,,,,,,
0.749874937,2.998,nan,19.35242684,,,,,,,,,
0.749937484,2.999,0,0,,,,,,,,,
