x,R,m,model,,,,,,,,,
0.569892473,1.325,29.85186891,53.81492215,,,,,,,,,
0.570077386,1.326,29.8253044,53.78508091,,,,,,,,,
0.57026214,1.327,29.79872136,53.75522876,,,,,,,,,
0.570446735,1.328,29.77212021,53.72536583,,,,,,,,,
0.570631172,1.329,29.74550134,53.6954922,,,,,,,,,
0.570815451,1.33,29.71886517,53.66560794,,,,,,,,,
0.570999571,1.331,29.69221211,53.63571316,,,,,,,,,
0.571183533,1.332,29.66554254,53.60580792,,,,,,,,,
0.571367338,1.333,29.63885688,53.57589234,,,,,,,,,
0.571550985,1.334,29.61215552,53.54596646,,,,,,,,,
0.571734475,1.335,29.58543887,53.51603042,,,,,,,,,
0.571917808,1.336,29.55870732,53.48608425,,,,,,,,,
0.572100984,1.337,29.53196127,53.45612809,,,,,,,,,
0.572284003,1.338,29.5052011,53.42616198,,,,,,,,,
0.572466866,1.339,29.47842723,53.39618607,,,,,,,,,
0.572649573,1.34,29.45164004,53.36620034,,,,,,,,,
0.572832123,1.341,29.4248399,53.33620496,,,,,,,,,
0.573014518,1.342,29.39802724,53.30620002,,,,,,,,,
0.573196756,1.343,29.37120241,53.27618555,,,,,,,,,
0.57337884,1.344,29.3443658,53.24616168,,,,,,,,,
0.573560768,1.345,29.31751783,53.21612849,,,,,,,,,
0.57374254,1.346,29.29065883,53.18608602,,,,,,,,,
0.573924159,1.347,29.26378923,53.15603444,,,,,,,,,
0.574105622,1.348,29.23690938,53.12597377,,,,,,,,,
0.574286931,1.349,29.21001968,53.09590408,,,,,,,,,
0.574468085,1.35,29.18312048,53.06582554,,,,,,,,,
0.574649085,1.351,29.15621217,53.03573814,,,,,,,,,
0.574829932,1.352,29.12929514,53.00564205,,,,,,,,,
0.575010625,1.353,29.10236975,52.97553727,,,,,,,,,
0.575191164,1.354,29.07543636,52.94542397,,,,,,,,,
0.57537155,1.355,29.04849534,52.91530217,,,,,,,,,
0.575551783,1.356,29.02154708,52.88517198,,,,,,,,,
0.575731863,1.357,28.99459194,52.85503349,,,,,,,,,
0.57591179,1.358,28.96763026,52.82488678,,,,,,,,,
0.576091564,1.359,28.94066244,52.79473192,,,,,,,,,
0.576271186,1.36,28.91368882,52.76456903,,,,,,,,,
0.576450657,1.361,28.88670977,52.73439817,,,,,,,,,
0.576629975,1.362,28.85972564,52.70421941,,,,,,,,,
0.576809141,1.363,28.83273679,52.67403285,,,,,,,,,
0.576988156,1.364,28.80574359,52.64383862,,,,,,,,,
0.577167019,1.365,28.77874638,52.61363671,,,,,,,,,
0.577345731,1.366,28.75174551,52.58342727,,,,,,,,,
0.577524292,1.367,28.72474134,52.55321039,,,,,,,,,
0.577702703,1.368,28.69773423,52.52298612,,,,,,,,,
0.577880962,1.369,28.67072451,52.49275456,,,,,,,,,
0.578059072,1.37,28.64371253,52.46251579,,,,,,,,,
0.578237031,1.371,28.61669865,52.43226988,,,,,,,,,
0.57841484,1.372,28.5896832,52.40201696,,,,,,,,,
0.578592499,1.373,28.56266652,52.37175708,,,,,,,,,
0.578770008,1.374,28.53564897,52.34149031,,,,,,,,,
0.578947368,1.375,28.50863086,52.31121677,,,,,,,,,
0.579124579,1.376,28.48161255,52.2809365,,,,,,,,,
0.579301641,1.377,28.45459437,52.25064963,,,,,,,,,
0.579478553,1.378,28.42757666,52.22035621,,,,,,,,,
0.579655317,1.379,28.40055974,52.19005636,,,,,,,,,
0.579831933,1.38,28.37354396,52.15975012,,,,,,,,,
0.5800084,1.381,28.34652963,52.1294376,,,,,,,,,
0.580184719,1.382,28.3195171,52.09911886,,,,,,,,,
0.58036089,1.383,28.29250666,52.06879403,,,,,,,,,
0.580536913,1.384,28.26549868,52.03846313,,,,,,,,,
0.580712788,1.385,28.23849346,52.00812629,,,,,,,,,
0.580888516,1.386,28.21149134,51.97778356,,,,,,,,,
0.581064097,1.387,28.1844926,51.94743509,,,,,,,,,
0.581239531,1.388,28.1574976,51.91708085,,,,,,,,,
0.581414818,1.389,28.13050663,51.88672103,,,,,,,,,
0.581589958,1.39,28.10352003,51.85635564,,,,,,,,,
0.581764952,1.391,28.07653811,51.82598483,,,,,,,,,
0.581939799,1.392,28.04956117,51.79560859,,,,,,,,,
0.582114501,1.393,28.02258953,51.76522712,,,,,,,,,
0.582289056,1.394,27.99562348,51.7348404,,,,,,,,,
0.582463466,1.395,27.96866337,51.70444855,,,,,,,,,
0.58263773,1.396,27.94170947,51.67405166,,,,,,,,,
0.582811848,1.397,27.91476209,51.64364981,,,,,,,,,
0.582985822,1.398,27.88782156,51.61324306,,,,,,,,,
0.58315965,1.399,27.86088814,51.58283154,,,,,,,,,
0.583333333,1.4,27.83396217,51.55241527,,,,,,,,,
0.583506872,1.401,27.80704392,51.52199439,,,,,,,,,
0.583680266,1.402,27.7801337,51.49156893,,,,,,,,,
0.583853516,1.403,27.75323181,51.46113903,,,,,,,,,
0.584026622,1.404,27.72633853,51.43070471,,,,,,,,,
0.584199584,1.405,27.69945417,51.40026606,,,,,,,,,
0.584372402,1.406,27.672579,51.36982322,,,,,,,,,
0.584545077,1.407,27.64571333,51.33937622,,,,,,,,,
0.584717608,1.408,27.61885743,51.30892514,,,,,,,,,
0.584889996,1.409,27.5920116,51.27847008,,,,,,,,,
0.585062241,1.41,27.56517612,51.24801113,,,,,,,,,
0.585234343,1.411,27.53835127,51.21754834,,,,,,,,,
0.585406302,1.412,27.51153733,51.18708179,,,,,,,,,
0.585578119,1.413,27.48473459,51.15661163,,,,,,,,,
0.585749793,1.414,27.45794332,51.12613783,,,,,,,,,
0.585921325,1.415,27.4311638,51.09566057,,,,,,,,,
0.586092715,1.416,27.4043963,51.06517988,,,,,,,,,
0.586263964,1.417,27.3776411,51.03469582,,,,,,,,,
0.58643507,1.418,27.35089848,51.00420854,,,,,,,,,
0.586606036,1.419,27.32416869,50.97371806,,,,,,,,,
0.58677686,1.42,27.297452,50.94322447,,,,,,,,,
0.586947542,1.421,27.27074871,50.9127279,,,,,,,,,
0.587118084,1.422,27.24405904,50.88222834,,,,,,,,,
0.587288485,1.423,27.2173833,50.85172595,,,,,,,,,
0.587458746,1.424,27.19072171,50.82122078,,,,,,,,,
0.587628866,1.425,27.16407456,50.79071289,,,,,,,,,
0.587798846,1.426,27.1374421,50.76020241,,,,,,,,,
0.587968686,1.427,27.1108246,50.72968936,,,,,,,,,
0.588138386,1.428,27.08422229,50.69917385,,,,,,,,,
0.588307946,1.429,27.05763545,50.66865598,,,,,,,,,
0.588477366,1.43,27.03106432,50.63813578,,,,,,,,,
0.588646647,1.431,27.00450917,50.60761337,,,,,,,,,
0.588815789,1.432,26.97797022,50.5770888,,,,,,,,,
0.588984792,1.433,26.95144775,50.54656218,,,,,,,,,
0.589153657,1.434,26.92494198,50.51603358,,,,,,,,,
0.589322382,1.435,26.89845318,50.48550305,,,,,,,,,
0.589490969,1.436,26.87198158,50.45497069,,,,,,,,,
0.589659417,1.437,26.84552743,50.42443659,,,,,,,,,
0.589827728,1.438,26.81909097,50.39390081,,,,,,,,,
0.5899959,1.439,26.79267242,50.36336345,,,,,,,,,
0.590163934,1.44,26.76627207,50.33282456,,,,,,,,,
0.590331831,1.441,26.73989009,50.3022842,,,,,,,,,
0.59049959,1.442,26.71352676,50.27174255,,,,,,,,,
0.590667212,1.443,26.68718231,50.24119955,,,,,,,,,
0.590834697,1.444,26.66085696,50.21065539,,,,,,,,,
0.591002045,1.445,26.63455093,50.18011007,,,,,,,,,
0.591169256,1.446,26.60826448,50.14956373,,,,,,,,,
0.59133633,1.447,26.58199782,50.11901639,,,,,,,,,
0.591503268,1.448,26.55575117,50.08846818,,,,,,,,,
0.591670069,1.449,26.52952477,50.05791912,,,,,,,,,
0.591836735,1.45,26.50331883,50.02736937,,,,,,,,,
0.592003264,1.451,26.47713357,49.99681891,,,,,,,,,
0.592169657,1.452,26.45096924,49.9662679,,,,,,,,,
0.592335915,1.453,26.42482602,49.93571634,,,,,,,,,
0.592502037,1.454,26.39870415,49.90516439,,,,,,,,,
0.592668024,1.455,26.37260384,49.87461208,,,,,,,,,
0.592833876,1.456,26.34652529,49.84405946,,,,,,,,,
0.592999593,1.457,26.32046874,49.81350666,,,,,,,,,
0.593165175,1.458,26.29443438,49.78295373,,,,,,,,,
0.593330622,1.459,26.26842243,49.75240074,,,,,,,,,
0.593495935,1.46,26.2424331,49.72184778,,,,,,,,,
0.593661113,1.461,26.21646658,49.69129496,,,,,,,,,
0.593826158,1.462,26.1905231,49.66074228,,,,,,,,,
0.593991068,1.463,26.16460285,49.63018985,,,,,,,,,
0.594155844,1.464,26.13870603,49.59963777,,,,,,,,,
0.594320487,1.465,26.11283284,49.5690861,,,,,,,,,
0.594484996,1.466,26.0869835,49.53853488,,,,,,,,,
0.594649372,1.467,26.06115818,49.50798426,,,,,,,,,
0.594813614,1.468,26.0353571,49.47743425,,,,,,,,,
0.594977724,1.469,26.00958044,49.44688494,,,,,,,,,
0.5951417,1.47,25.9838284,49.41633642,,,,,,,,,
0.595305544,1.471,25.95810116,49.38578875,,,,,,,,,
0.595469256,1.472,25.93239894,49.35524202,,,,,,,,,
0.595632835,1.473,25.9067219,49.32469632,,,,,,,,,
0.595796281,1.474,25.88107025,49.29415166,,,,,,,,,
0.595959596,1.475,25.85544415,49.2636082,,,,,,,,,
0.596122779,1.476,25.82984382,49.23306594,,,,,,,,,
0.59628583,1.477,25.80426942,49.20252499,,,,,,,,,
0.596448749,1.478,25.77872112,49.17198544,,,,,,,,,
0.596611537,1.479,25.75319914,49.14144731,,,,,,,,,
0.596774194,1.48,25.72770363,49.11091074,,,,,,,,,
0.596936719,1.481,25.70223478,49.08037574,,,,,,,,,
0.597099114,1.482,25.67679276,49.04984246,,,,,,,,,
0.597261377,1.483,25.65137775,49.01931089,,,,,,,,,
0.59742351,1.484,25.62598992,48.98878115,,,,,,,,,
0.597585513,1.485,25.60062945,48.95825332,,,,,,,,,
0.597747385,1.486,25.57529651,48.92772745,,,,,,,,,
0.597909127,1.487,25.54999126,48.89720362,,,,,,,,,
0.59807074,1.488,25.52471388,48.86668192,,,,,,,,,
0.598232222,1.489,25.49946452,48.83616239,,,,,,,,,
0.598393574,1.49,25.47424338,48.80564514,,,,,,,,,
0.598554797,1.491,25.44905058,48.77513021,,,,,,,,,
0.598715891,1.492,25.42388632,48.74461771,,,,,,,,,
0.598876855,1.493,25.39875075,48.71410766,,,,,,,,,
0.59903769,1.494,25.37364401,48.68360016,,,,,,,,,
0.599198397,1.495,25.34856628,48.65309533,,,,,,,,,
0.599358974,1.496,25.32351773,48.62259313,,,,,,,,,
0.599519423,1.497,25.29849848,48.59209377,,,,,,,,,
0.599679744,1.498,25.27350873,48.56159721,,,,,,,,,
0.599839936,1.499,25.24854858,48.53110355,,,,,,,,,
0.6,1.5,25.21997356,48.49623947,,,,,,,,,
0.600159936,1.501,25.17993042,48.45248769,,,,,,,,,
0.600319744,1.502,25.13993839,48.40872965,,,,,,,,,
0.600479425,1.503,25.09999815,48.36496557,,,,,,,,,
0.600638978,1.504,25.06011037,48.32119564,,,,,,,,,
0.600798403,1.505,25.02027566,48.27742006,,,,,,,,,
0.600957702,1.506,24.98049468,48.23363903,,,,,,,,,
0.601116873,1.507,24.94076807,48.18985273,,,,,,,,,
0.601275917,1.508,24.90109647,48.14606138,,,,,,,,,
0.601434835,1.509,24.8614805,48.10226515,,,,,,,,,
0.601593625,1.51,24.82192078,48.05846428,,,,,,,,,
0.60175229,1.511,24.78241793,48.01465895,,,,,,,,,
0.601910828,1.512,24.74297258,47.9708493,,,,,,,,,
0.60206924,1.513,24.70358531,47.92703564,,,,,,,,,
0.602227526,1.514,24.66425675,47.88321808,,,,,,,,,
0.602385686,1.515,24.62498749,47.83939683,,,,,,,,,
0.60254372,1.516,24.58577812,47.79557211,,,,,,,,,
0.602701629,1.517,24.54662923,47.7517441,,,,,,,,,
0.602859412,1.518,24.50754141,47.707913,,,,,,,,,
0.60301707,1.519,24.46851523,47.66407902,,,,,,,,,
0.603174603,1.52,24.42955128,47.62024232,,,,,,,,,
0.603332011,1.521,24.39065011,47.57640315,,,,,,,,,
0.603489294,1.522,24.3518123,47.53256165,,,,,,,,,
0.603646453,1.523,24.3130384,47.48871803,,,,,,,,,
0.603803487,1.524,24.27432898,47.44487253,,,,,,,,,
0.603960396,1.525,24.23568456,47.40102528,,,,,,,,,
0.604117181,1.526,24.19710572,47.35717653,,,,,,,,,
0.604273843,1.527,24.15859297,47.31332641,,,,,,,,,
0.60443038,1.528,24.12014688,47.2694752,,,,,,,,,
0.604586793,1.529,24.08176793,47.225623,,,,,,,,,
0.604743083,1.53,24.0434567,47.18177009,,,,,,,,,
0.604899249,1.531,24.00521366,47.13791662,,,,,,,,,
0.605055292,1.532,23.96703937,47.09406278,,,,,,,,,
0.605211212,1.533,23.92893431,47.05020878,,,,,,,,,
0.605367009,1.534,23.890899,47.0063548,,,,,,,,,
0.605522682,1.535,23.85293393,46.96250103,,,,,,,,,
0.605678233,1.536,23.81503961,46.91864768,,,,,,,,,
0.605833662,1.537,23.77721652,46.87479496,,,,,,,,,
0.605988968,1.538,23.73946515,46.83094301,,,,,,,,,
0.606144151,1.539,23.70178597,46.78709205,,,,,,,,,
0.606299213,1.54,23.66417948,46.74324227,,,,,,,,,
0.606454152,1.541,23.62664613,46.69939388,,,,,,,,,
0.606608969,1.542,23.5891864,46.65554703,,,,,,,,,
0.606763665,1.543,23.55180074,46.61170196,,,,,,,,,
0.606918239,1.544,23.51448962,46.56785881,,,,,,,,,
0.607072692,1.545,23.47725348,46.52401783,,,,,,,,,
0.607227023,1.546,23.44009278,46.48017914,,,,,,,,,
0.607381233,1.547,23.40300794,46.43634301,,,,,,,,,
0.607535322,1.548,23.36599942,46.39250955,,,,,,,,,
0.60768929,1.549,23.32906765,46.34867902,,,,,,,,,
0.607843137,1.55,23.29221304,46.30485156,,,,,,,,,
0.607996864,1.551,23.25543604,46.26102739,,,,,,,,,
0.60815047,1.552,23.21873703,46.21720666,,,,,,,,,
0.608303956,1.553,23.18211647,46.17338961,,,,,,,,,
0.608457322,1.554,23.14557473,46.12957641,,,,,,,,,
0.608610568,1.555,23.10911224,46.08576722,,,,,,,,,
0.608763693,1.556,23.07272939,46.04196227,,,,,,,,,
0.608916699,1.557,23.03642656,45.99816173,,,,,,,,,
0.609069586,1.558,23.00020416,45.95436575,,,,,,,,,
0.609222352,1.559,22.96406257,45.91057459,,,,,,,,,
0.609375,1.56,22.92800217,45.8667884,,,,,,,,,
0.609527528,1.561,22.89202333,45.82300736,,,,,,,,,
0.609679938,1.562,22.85612642,45.77923166,,,,,,,,,
0.609832228,1.563,22.82031181,45.73546149,,,,,,,,,
0.609984399,1.564,22.78457987,45.69169705,,,,,,,,,
0.610136452,1.565,22.74893095,45.6479385,,,,,,,,,
0.610288387,1.566,22.71336539,45.60418604,,,,,,,,,
0.610440203,1.567,22.67788355,45.56043985,,,,,,,,,
0.6105919,1.568,22.64248577,45.51670013,,,,,,,,,
0.61074348,1.569,22.6071724,45.47296704,,,,,,,,,
0.610894942,1.57,22.57194375,45.42924078,,,,,,,,,
0.611046285,1.571,22.53680016,45.38552153,,,,,,,,,
0.611197512,1.572,22.50174197,45.3418095,,,,,,,,,
0.61134862,1.573,22.46676947,45.29810479,,,,,,,,,
0.611499611,1.574,22.431883,45.25440771,,,,,,,,,
0.611650485,1.575,22.39708286,45.21071832,,,,,,,,,
0.611801242,1.576,22.36236936,45.16703688,,,,,,,,,
0.611951882,1.577,22.3277428,45.12336355,,,,,,,,,
0.612102405,1.578,22.29320347,45.07969852,,,,,,,,,
0.612252811,1.579,22.25875168,45.03604195,,,,,,,,,
0.612403101,1.58,22.2243877,44.99239404,,,,,,,,,
0.612553274,1.581,22.19011181,44.94875496,,,,,,,,,
0.612703331,1.582,22.15592433,44.90512489,,,,,,,,,
0.612853271,1.583,22.12182548,44.86150405,,,,,,,,,
0.613003096,1.584,22.08781557,44.81789254,,,,,,,,,
0.613152805,1.585,22.05389485,44.77429062,,,,,,,,,
0.613302398,1.586,22.02006358,44.73069845,,,,,,,,,
0.613451875,1.587,21.98632203,44.68711615,,,,,,,,,
0.613601236,1.588,21.95267043,44.64354398,,,,,,,,,
0.613750483,1.589,21.91910906,44.59998206,,,,,,,,,
0.613899614,1.59,21.88563813,44.55643063,,,,,,,,,
0.61404863,1.591,21.85225791,44.51288978,,,,,,,,,
0.614197531,1.592,21.81896862,44.46935976,,,,,,,,,
0.614346317,1.593,21.78577049,44.42584074,,,,,,,,,
0.614494988,1.594,21.75266376,44.38233286,,,,,,,,,
0.614643545,1.595,21.71964864,44.33883633,,,,,,,,,
0.614791988,1.596,21.68672535,44.2953513,,,,,,,,,
0.614940316,1.597,21.65389411,44.25187798,,,,,,,,,
0.61508853,1.598,21.62115513,44.20841652,,,,,,,,,
0.615236629,1.599,21.5885086,44.16496708,,,,,,,,,
0.615384615,1.6,21.55595475,44.12152989,,,,,,,,,
0.615532488,1.601,21.52349377,44.07810507,,,,,,,,,
0.615680246,1.602,21.49112584,44.03469283,,,,,,,,,
0.615827891,1.603,21.45885115,43.99129332,,,,,,,,,
0.615975422,1.604,21.4266699,43.94790671,,,,,,,,,
0.616122841,1.605,21.39458226,43.90453321,,,,,,,,,
0.616270146,1.606,21.36258842,43.86117295,,,,,,,,,
0.616417338,1.607,21.33068854,43.81782612,,,,,,,,,
0.616564417,1.608,21.29888278,43.77449292,,,,,,,,,
0.616711384,1.609,21.26717134,43.73117347,,,,,,,,,
0.616858238,1.61,21.23555435,43.68786798,,,,,,,,,
0.617004979,1.611,21.20403198,43.6445766,,,,,,,,,
0.617151608,1.612,21.17260439,43.60129949,,,,,,,,,
0.617298125,1.613,21.14127171,43.55803689,,,,,,,,,
0.617444529,1.614,21.1100341,43.51478887,,,,,,,,,
0.617590822,1.615,21.0788917,43.47155569,,,,,,,,,
0.617737003,1.616,21.04784464,43.42833742,,,,,,,,,
0.617883072,1.617,21.01689307,43.38513435,,,,,,,,,
0.61802903,1.618,20.9860371,43.34194655,,,,,,,,,
0.618174876,1.619,20.95527687,43.29877422,,,,,,,,,
0.618320611,1.62,20.92461251,43.25561755,,,,,,,,,
0.618466234,1.621,20.89404411,43.21247668,,,,,,,,,
0.618611747,1.622,20.86357182,43.16935178,,,,,,,,,
0.618757148,1.623,20.83319573,43.12624303,,,,,,,,,
0.618902439,1.624,20.80291596,43.08315059,,,,,,,,,
0.619047619,1.625,20.77273258,43.04007461,,,,,,,,,
0.619192688,1.626,20.74264574,42.99701529,,,,,,,,,
0.619337648,1.627,20.71265551,42.95397276,,,,,,,,,
0.619482496,1.628,20.68276198,42.9109472,,,,,,,,,
0.619627235,1.629,20.65296525,42.86793878,,,,,,,,,
0.619771863,1.63,20.62326539,42.82494766,,,,,,,,,
0.619916382,1.631,20.5936625,42.78197398,,,,,,,,,
0.62006079,1.632,20.56415666,42.73901795,,,,,,,,,
0.620205089,1.633,20.53474793,42.6960797,,,,,,,,,
0.620349279,1.634,20.50543639,42.65315939,,,,,,,,,
0.620493359,1.635,20.4762221,42.6102572,,,,,,,,,
0.620637329,1.636,20.44710514,42.56737328,,,,,,,,,
0.620781191,1.637,20.41808556,42.52450779,,,,,,,,,
0.620924943,1.638,20.38916342,42.4816609,,,,,,,,,
0.621068587,1.639,20.36033877,42.43883277,,,,,,,,,
0.621212121,1.64,20.33161167,42.39602356,,,,,,,,,
0.621355547,1.641,20.30298216,42.3532334,,,,,,,,,
0.621498864,1.642,20.2744503,42.3104625,,,,,,,,,
0.621642073,1.643,20.2460161,42.26771097,,,,,,,,,
0.621785174,1.644,20.21767962,42.22497901,,,,,,,,,
0.621928166,1.645,20.1894409,42.18226676,,,,,,,,,
0.622071051,1.646,20.16129995,42.13957435,,,,,,,,,
0.622213827,1.647,20.13325681,42.09690199,,,,,,,,,
0.622356495,1.648,20.10531151,42.05424979,,,,,,,,,
0.622499056,1.649,20.07746406,42.01161792,,,,,,,,,
0.622641509,1.65,20.04971448,41.96900658,,,,,,,,,
0.622783855,1.651,20.02206279,41.92641585,,,,,,,,,
0.622926094,1.652,19.994509,41.88384593,,,,,,,,,
0.623068225,1.653,19.96705312,41.84129699,,,,,,,,,
0.623210249,1.654,19.93969515,41.79876914,,,,,,,,,
0.623352166,1.655,19.9124351,41.75626254,,,,,,,,,
0.623493976,1.656,19.88527297,41.71377737,,,,,,,,,
0.623635679,1.657,19.85820875,41.67131378,,,,,,,,,
0.623777276,1.658,19.83124243,41.62887191,,,,,,,,,
0.623918766,1.659,19.80437401,41.58645192,,,,,,,,,
0.62406015,1.66,19.77760347,41.54405394,,,,,,,,,
0.624201428,1.661,19.7509308,41.50167813,,,,,,,,,
0.6243426,1.662,19.72435599,41.45932468,,,,,,,,,
0.624483665,1.663,19.697879,41.41699367,,,,,,,,,
0.624624625,1.664,19.67149981,41.37468532,,,,,,,,,
0.624765478,1.665,19.6452184,41.33239972,,,,,,,,,
0.624906227,1.666,19.61903474,41.29013708,,,,,,,,,
0.625046869,1.667,19.5929488,41.24789747,,,,,,,,,
0.625187406,1.668,19.56696053,41.20568112,,,,,,,,,
0.625327838,1.669,19.5410699,41.16348813,,,,,,,,,
0.625468165,1.67,19.51527688,41.12131865,,,,,,,,,
0.625608386,1.671,19.48958141,41.07917283,,,,,,,,,
0.625748503,1.672,19.46398345,41.03705083,,,,,,,,,
0.625888515,1.673,19.43848294,40.99495278,,,,,,,,,
0.626028422,1.674,19.41307985,40.95287885,,,,,,,,,
0.626168224,1.675,19.38777411,40.91082913,,,,,,,,,
0.626307922,1.676,19.36256566,40.86880383,,,,,,,,,
0.626447516,1.677,19.33745446,40.82680305,,,,,,,,,
0.626587005,1.678,19.31244042,40.78482693,,,,,,,,,
0.62672639,1.679,19.2875235,40.74287566,,,,,,,,,
0.626865672,1.68,19.26270361,40.70094936,,,,,,,,,
0.627004849,1.681,19.2379807,40.65904813,,,,,,,,,
0.627143922,1.682,19.21335468,40.61717217,,,,,,,,,
0.627282892,1.683,19.18882548,40.5753216,,,,,,,,,
0.627421759,1.684,19.16439304,40.53349656,,,,,,,,,
0.627560521,1.685,19.14005726,40.49169717,,,,,,,,,
0.627699181,1.686,19.11581807,40.44992361,,,,,,,,,
0.627837737,1.687,19.09167536,40.408176,,,,,,,,,
0.62797619,1.688,19.06762908,40.36645445,,,,,,,,,
0.628114541,1.689,19.04367911,40.32475914,,,,,,,,,
0.628252788,1.69,19.01982537,40.2830902,,,,,,,,,
0.628390933,1.691,18.99606776,40.24144775,,,,,,,,,
0.628528975,1.692,18.9724062,40.19983195,,,,,,,,,
0.628666914,1.693,18.94884058,40.15824292,,,,,,,,,
0.628804751,1.694,18.92537079,40.11668081,,,,,,,,,
0.628942486,1.695,18.90199674,40.07514574,,,,,,,,,
0.629080119,1.696,18.87871831,40.03363784,,,,,,,,,
0.629217649,1.697,18.85553541,39.99215727,,,,,,,,,
0.629355078,1.698,18.83244791,39.95070415,,,,,,,,,
0.629492405,1.699,18.80945572,39.90927861,,,,,,,,,
0.62962963,1.7,18.78655871,39.86788077,,,,,,,,,
0.629766753,1.701,18.76375677,39.82651083,,,,,,,,,
0.629903775,1.702,18.74104978,39.78516881,,,,,,,,,
0.630040696,1.703,18.71843762,39.74385494,,,,,,,,,
0.630177515,1.704,18.69592017,39.70256932,,,,,,,,,
0.630314233,1.705,18.67349729,39.66131204,,,,,,,,,
0.63045085,1.706,18.65116886,39.62008332,,,,,,,,,
0.630587366,1.707,18.62893478,39.57888319,,,,,,,,,
0.630723781,1.708,18.60679487,39.53771186,,,,,,,,,
0.630860096,1.709,18.58474903,39.49656938,,,,,,,,,
0.63099631,1.71,18.56279713,39.45545598,,,,,,,,,
0.631132423,1.711,18.540939,39.41437169,,,,,,,,,
0.631268437,1.712,18.51917454,39.3733167,,,,,,,,,
0.631404349,1.713,18.49750358,39.33229112,,,,,,,,,
0.631540162,1.714,18.475926,39.29129503,,,,,,,,,
0.631675875,1.715,18.45444163,39.25032864,,,,,,,,,
0.631811487,1.716,18.43305036,39.20939202,,,,,,,,,
0.631947,1.717,18.41175201,39.16848531,,,,,,,,,
0.632082414,1.718,18.39054644,39.12760863,,,,,,,,,
0.632217727,1.719,18.3694335,39.08676211,,,,,,,,,
0.632352941,1.72,18.34841304,39.04594587,,,,,,,,,
0.632488056,1.721,18.3274849,39.00516005,,,,,,,,,
0.632623071,1.722,18.30664894,38.96440473,,,,,,,,,
0.632757988,1.723,18.28590497,38.92368006,,,,,,,,,
0.632892805,1.724,18.26525286,38.88298617,,,,,,,,,
0.633027523,1.725,18.24469244,38.84232316,,,,,,,,,
0.633162142,1.726,18.22422353,38.80169118,,,,,,,,,
0.633296663,1.727,18.20384598,38.76109033,,,,,,,,,
0.633431085,1.728,18.18355963,38.72052072,,,,,,,,,
0.633565409,1.729,18.1633643,38.67998247,,,,,,,,,
0.633699634,1.73,18.14325982,38.63947572,,,,,,,,,
0.633833761,1.731,18.12324603,38.59900058,,,,,,,,,
0.633967789,1.732,18.10332275,38.55855716,,,,,,,,,
0.63410172,1.733,18.0834898,38.51814559,,,,,,,,,
0.634235552,1.734,18.06374702,38.47776596,,,,,,,,,
0.634369287,1.735,18.04409422,38.43741843,,,,,,,,,
0.634502924,1.736,18.02453123,38.39710306,,,,,,,,,
0.634636463,1.737,18.00505786,38.35682002,,,,,,,,,
0.634769905,1.738,17.98567394,38.3165694,,,,,,,,,
0.634903249,1.739,17.96637927,38.27635128,,,,,,,,,
0.635036496,1.74,17.94717368,38.23616583,,,,,,,,,
0.635169646,1.741,17.92805698,38.19601315,,,,,,,,,
0.635302699,1.742,17.90902899,38.15589333,,,,,,,,,
0.635435654,1.743,17.89008951,38.11580649,,,,,,,,,
0.635568513,1.744,17.87123836,38.07575276,,,,,,,,,
0.635701275,1.745,17.85247534,38.03573222,,,,,,,,,
0.63583394,1.746,17.83380027,37.99574501,,,,,,,,,
0.635966509,1.747,17.81521294,37.95579121,,,,,,,,,
0.636098981,1.748,17.79671317,37.91587097,,,,,,,,,
0.636231357,1.749,17.77830077,37.87598437,,,,,,,,,
0.636363636,1.75,17.75997552,37.8361315,,,,,,,,,
0.63649582,1.751,17.74173723,37.79631254,,,,,,,,,
0.636627907,1.752,17.72358571,37.75652753,,,,,,,,,
0.636759898,1.753,17.70552076,37.71677656,,,,,,,,,
0.636891794,1.754,17.68754215,37.67705983,,,,,,,,,
0.637023593,1.755,17.66964972,37.63737733,,,,,,,,,
0.637155298,1.756,17.65184323,37.59772928,,,,,,,,,
0.637286906,1.757,17.6341225,37.55811571,,,,,,,,,
0.637418419,1.758,17.61648731,37.51853675,,,,,,,,,
0.637549837,1.759,17.59893746,37.47899248,,,,,,,,,
0.637681159,1.76,17.58147273,37.43948302,,,,,,,,,
0.637812387,1.761,17.56409292,37.40000848,,,,,,,,,
0.637943519,1.762,17.54679782,37.36056897,,,,,,,,,
0.638074557,1.763,17.52958721,37.32116457,,,,,,,,,
0.638205499,1.764,17.51246089,37.2817954,,,,,,,,,
0.638336347,1.765,17.49541864,37.24246152,,,,,,,,,
0.638467101,1.766,17.47846024,37.2031631,,,,,,,,,
0.638597759,1.767,17.46158549,37.16390017,,,,,,,,,
0.638728324,1.768,17.44479416,37.12467288,,,,,,,,,
0.638858794,1.769,17.42808604,37.08548131,,,,,,,,,
0.63898917,1.77,17.41146091,37.04632552,,,,,,,,,
0.639119451,1.771,17.39491855,37.00720569,,,,,,,,,
0.639249639,1.772,17.37845873,36.96812186,,,,,,,,,
0.639379733,1.773,17.36208126,36.92907413,,,,,,,,,
0.639509733,1.774,17.34578589,36.8900626,,,,,,,,,
0.63963964,1.775,17.3295724,36.85108736,,,,,,,,,
